# tracer: nop
#
# entries-in-buffer/entries-written: 12870/71285   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
            sshd-23410   [001] .... 214949.094751: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5ffb snd_una=0xe98c5edf snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1795 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214956.352240: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe728 snd_una=0xa72fe728 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1190 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214956.357362: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe74c snd_una=0xa72fe728 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1190 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214957.180787: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe74c snd_una=0xa72fe74c snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1264 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214957.186102: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe770 snd_una=0xa72fe74c snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1264 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214957.493305: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe770 snd_una=0xa72fe770 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1309 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214957.500268: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe794 snd_una=0xa72fe770 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1309 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214957.920684: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe794 snd_una=0xa72fe794 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1566 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214957.925945: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe7b8 snd_una=0xa72fe794 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1566 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.091123: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe7b8 snd_una=0xa72fe7b8 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1570 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214958.095981: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe7dc snd_una=0xa72fe7b8 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1570 rcv_wnd=62780 sock_cookie=72
     kworker/1:2-21242   [001] ..s. 214958.182053: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe7dc snd_una=0xa72fe7dc snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1609 rcv_wnd=62780 sock_cookie=72
